,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,Time,Year,Month
866,1996-11-22 10:06:17,,,,,,,,68000000000.0,0.22,1996-11-22,10:06:17,1996,November
867,1996-11-08 16:02:13,,,,,,,,61000000000.0,0.2,1996-11-08,16:02:13,1996,November
868,1996-10-30 12:48:19,2.1S,123.1W,,,,,,21000000000.0,0.076,1996-10-30,12:48:19,1996,October
869,1996-10-28 04:46:21,27.4N,79.4W,,,,,,43000000000.0,0.14,1996-10-28,04:46:21,1996,October
870,1996-10-23 08:28:06,47.3S,20.6E,,,,,,44000000000.0,0.15,1996-10-23,08:28:06,1996,October
871,1996-10-19 19:01:08,29.7N,34.7W,,,,,,130000000000.0,0.38,1996-10-19,19:01:08,1996,October
872,1996-10-07 17:43:44,,,,,,,,45000000000.0,0.15,1996-10-07,17:43:44,1996,October
873,1996-10-05 19:21:02,49.6S,145.9E,,,,,,250000000000.0,0.68,1996-10-05,19:21:02,1996,October
874,1996-08-17 15:46:08,,,,,,,,34000000000.0,0.12,1996-08-17,15:46:08,1996,August
875,1996-08-15 16:07:51,,,,,,,,84000000000.0,0.26,1996-08-15,16:07:51,1996,August
876,1996-08-09 18:14:56,,,,,,,,30000000000.0,0.1,1996-08-09,18:14:56,1996,August
877,1996-08-07 03:16:03,,,,,,,,150000000000.0,0.43,1996-08-07,03:16:03,1996,August
878,1996-08-06 04:50:32,,,,,,,,130000000000.0,0.38,1996-08-06,04:50:32,1996,August
879,1996-08-05 19:27:52,,,,,,,,220000000000.0,0.61,1996-08-05,19:27:52,1996,August
880,1996-08-05 15:19:30,,,,,,,,80000000000.0,0.25,1996-08-05,15:19:30,1996,August
881,1996-07-17 03:16:07,31.8N,111.4E,,,,,,50000000000.0,0.16,1996-07-17,03:16:07,1996,July
882,1996-07-12 14:04:45,20.7N,93.6W,,,,,,32000000000.0,0.11,1996-07-12,14:04:45,1996,July
883,1996-06-25 11:22:40,,,,,,,,21000000000.0,0.076,1996-06-25,11:22:40,1996,June
884,1996-05-08 01:02:05,,,,,,,,28000000000.0,0.098,1996-05-08,01:02:05,1996,May
885,1996-05-01 13:19:25,,,,,,,,35000000000.0,0.12,1996-05-01,13:19:25,1996,May
886,1996-03-31 00:53:57,,,,,,,,27000000000.0,0.095,1996-03-31,00:53:57,1996,March
887,1996-03-30 04:03:32,31.1S,84.3W,,,,,,120000000000.0,0.36,1996-03-30,04:03:32,1996,March
888,1996-03-29 20:30:54,21.5N,158.1W,,,,,,128000000000.0,0.38,1996-03-29,20:30:54,1996,March
889,1996-03-25 17:00:41,,,,,,,,44000000000.0,0.15,1996-03-25,17:00:41,1996,March
890,1996-03-13 08:31:01,,,,,,,,230000000000.0,0.63,1996-03-13,08:31:01,1996,March
891,1996-02-16 07:03:14,,,,,,,,55000000000.0,0.18,1996-02-16,07:03:14,1996,February
892,1996-02-15 02:38:05,76.0N,127.0W,,,,,,50000000000.0,0.16,1996-02-15,02:38:05,1996,February
893,1996-01-18 17:10:49,,,,,,,,120000000000.0,0.36,1996-01-18,17:10:49,1996,January
894,1996-01-15 13:44:23,59.8S,175.8E,,,,,,260000000000.0,0.71,1996-01-15,13:44:23,1996,January
895,1995-12-27 12:55:01,,,,,,,,22000000000.0,0.079,1995-12-27,12:55:01,1995,December
896,1995-12-22 13:26:29,70.2S,73.3W,,,,,,450000000000.0,1.1,1995-12-22,13:26:29,1995,December
897,1995-12-09 19:54:26,2.9S,79.0W,,,,,,120000000000.0,0.36,1995-12-09,19:54:26,1995,December
898,1995-11-25 05:29:31,,,,,,,,29000000000.0,0.1,1995-11-25,05:29:31,1995,November
899,1995-11-13 03:10:47,,,,,,,,21000000000.0,0.076,1995-11-13,03:10:47,1995,November
900,1995-10-01 02:42:01,,,,,,,,35000000000.0,0.12,1995-10-01,02:42:01,1995,October
901,1995-09-09 07:38:38,,,,,,,,500000000000.0,1.3,1995-09-09,07:38:38,1995,September
902,1995-08-24 21:54:35,,,,,,,,120000000000.0,0.36,1995-08-24,21:54:35,1995,August
903,1995-08-17 16:39:02,,,,,,,,160000000000.0,0.46,1995-08-17,16:39:02,1995,August
904,1995-08-06 04:38:09,,,,,,,,55000000000.0,0.18,1995-08-06,04:38:09,1995,August
905,1995-08-05 17:14:10,11.6N,104.3W,,,,,,200000000000.0,0.56,1995-08-05,17:14:10,1995,August
906,1995-07-11 18:38:41,28.5S,93.3E,,,,,,130000000000.0,0.38,1995-07-11,18:38:41,1995,July
907,1995-07-09 18:20:09,0.9S,66.3E,,,,,,25000000000.0,0.089,1995-07-09,18:20:09,1995,July
908,1995-07-07 17:33:37,40.2N,76.1W,,,,,,140000000000.0,0.41,1995-07-07,17:33:37,1995,July
909,1995-06-09 09:28:38,,,,,,,,25000000000.0,0.089,1995-06-09,09:28:38,1995,June
910,1995-04-02 12:32:38,,,,,,,,25000000000.0,0.089,1995-04-02,12:32:38,1995,April
911,1995-02-16 13:05:47,16.7N,141.7W,,,,,,60000000000.0,0.19,1995-02-16,13:05:47,1995,February
912,1995-01-18 10:17:26,51.5N,115.4E,,,,,,70000000000.0,0.22,1995-01-18,10:17:26,1995,January
913,1995-01-10 21:08:41,,,,,,,,25000000000.0,0.089,1995-01-10,21:08:41,1995,January
914,1995-01-04 04:16:17,46.4N,12.1E,,,,,,41000000000.0,0.14,1995-01-04,04:16:17,1995,January
915,1995-01-02 20:41:38,,,,,,,,30000000000.0,0.1,1995-01-02,20:41:38,1995,January
916,1994-12-18 12:45:40,,,,,,,,50000000000.0,0.16,1994-12-18,12:45:40,1994,December
917,1994-12-16 09:41:03,42.2S,27.6E,,,,,,50000000000.0,0.16,1994-12-16,09:41:03,1994,December
918,1994-11-03 20:01:36,6.5N,89.0E,,,,,,2350000000000.0,5.0,1994-11-03,20:01:36,1994,November
919,1994-11-01 06:50:46,1.5S,84.5W,,,,,,1000000000000.0,2.3,1994-11-01,06:50:46,1994,November
920,1994-10-27 04:21:29,,,,,,,,320000000000.0,0.85,1994-10-27,04:21:29,1994,October
921,1994-10-20 00:11:21,45.2S,1.9W,,,,,,87000000000.0,0.27,1994-10-20,00:11:21,1994,October
922,1994-10-08 03:24:22,,,,,,,,66000000000.0,0.21,1994-10-08,03:24:22,1994,October
923,1994-09-22 04:22:17,,,,,,,,67000000000.0,0.21,1994-09-22,04:22:17,1994,September
924,1994-08-15 23:16:48,,,,,,,,164000000000.0,0.47,1994-08-15,23:16:48,1994,August
925,1994-06-15 00:02:26,45.0N,73.5W,,,,,,41000000000.0,0.14,1994-06-15,00:02:26,1994,June
926,1994-06-03 20:48:42,,,,,,,,509000000000.0,1.3,1994-06-03,20:48:42,1994,June
927,1994-05-29 09:30:58,52.8N,2.3E,,,,,,384000000000.0,1.0,1994-05-29,09:30:58,1994,May
928,1994-02-01 22:38:09,2.7N,164.1E,,,,,,18200000000000.0,30.0,1994-02-01,22:38:09,1994,February
929,1993-11-29 17:48:41,26.5N,78.3E,,,,,,26000000000.0,0.092,1993-11-29,17:48:41,1993,November
930,1993-10-31 03:39:27,51.3N,100.9W,,,,,,40000000000.0,0.13,1993-10-31,03:39:27,1993,October
931,1991-10-04 09:22:47,78.7N,6.3E,,,,,,550000000000.0,1.4,1991-10-04,09:22:47,1991,October
932,1990-10-01 03:51:47,7.5N,142.8E,,,,,,2500000000000.0,5.2,1990-10-01,03:51:47,1990,October
933,1988-04-15 03:03:10,4.1S,124.3E,,,,,,7580000000000.0,14.0,1988-04-15,03:03:10,1988,April
